N_FD,Rumore_%,Rep,Seed,Modello,IM,IP,IH,Accuracy_test_sporco,Precision_test_sporco,Recall_test_sporco,F1_Score_test_sporco,Accuracy_test_sporco_std,F1_Score_test_sporco_std,Accuracy_test_pulito,Precision_test_pulito,Recall_test_pulito,F1_Score_test_pulito,Accuracy_test_pulito_std,F1_Score_test_pulito_std,Quota_train_sporca
1,0,4,104,Random Forest,0,0,0,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.0
1,0,4,104,Decision Tree,0,0,0,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.0
1,0,4,104,Neural Network,0,0,0,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.0
2,0,0,100,Logistic Regression,0,0,0,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.0
2,0,0,100,Random Forest,0,0,0,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.0
2,0,0,100,Decision Tree,0,0,0,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.0
2,0,0,100,Neural Network,0,0,0,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.0
2,0,1,101,Logistic Regression,0,0,0,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.0
2,0,1,101,Random Forest,0,0,0,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.0
2,0,1,101,Decision Tree,0,0,0,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.0
2,0,1,101,Neural Network,0,0,0,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.0
2,0,2,102,Logistic Regression,0,0,0,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.0
2,0,2,102,Random Forest,0,0,0,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.0
2,0,2,102,Decision Tree,0,0,0,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.0
2,0,2,102,Neural Network,0,0,0,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.0
2,0,3,103,Logistic Regression,0,0,0,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.0
2,0,3,103,Random Forest,0,0,0,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.0
2,0,3,103,Decision Tree,0,0,0,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.0
2,0,3,103,Neural Network,0,0,0,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.0
2,0,4,104,Logistic Regression,0,0,0,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.0
2,0,4,104,Random Forest,0,0,0,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.0
2,0,4,104,Decision Tree,0,0,0,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.0
2,0,4,104,Neural Network,0,0,0,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.0
4,0,0,100,Logistic Regression,0,0,0,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.0
4,0,0,100,Random Forest,0,0,0,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.0
4,0,0,100,Decision Tree,0,0,0,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.0
4,0,0,100,Neural Network,0,0,0,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.0
4,0,1,101,Logistic Regression,0,0,0,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.0
4,0,1,101,Random Forest,0,0,0,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.0
4,0,1,101,Decision Tree,0,0,0,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.0
4,0,1,101,Neural Network,0,0,0,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.0
4,0,2,102,Logistic Regression,0,0,0,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.0
4,0,2,102,Random Forest,0,0,0,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.0
4,0,2,102,Decision Tree,0,0,0,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.0
4,0,2,102,Neural Network,0,0,0,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.0
4,0,3,103,Logistic Regression,0,0,0,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.0
4,0,3,103,Random Forest,0,0,0,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.0
4,0,3,103,Decision Tree,0,0,0,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.0
4,0,3,103,Neural Network,0,0,0,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.0
4,0,4,104,Logistic Regression,0,0,0,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.9222,0.9221,0.9222,0.9218,0.008,0.0081,0.0
4,0,4,104,Random Forest,0,0,0,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.9347,0.9348,0.9347,0.9345,0.0045,0.0045,0.0
4,0,4,104,Decision Tree,0,0,0,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.9219,0.9218,0.9219,0.9218,0.0038,0.0038,0.0
4,0,4,104,Neural Network,0,0,0,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.9153,0.9155,0.9153,0.9152,0.007,0.0072,0.0
1,5,0,100,Logistic Regression,29735,19993,2507,0.8377,0.8375,0.8377,0.8372,0.0082,0.0079,0.8639,0.8636,0.8639,0.8633,0.0103,0.01,0.052
1,5,0,100,Random Forest,29735,19993,2507,0.9206,0.9207,0.9206,0.9205,0.0014,0.0015,0.9293,0.9293,0.9293,0.9291,0.0028,0.0028,0.052
1,5,0,100,Decision Tree,29735,19993,2507,0.8859,0.8861,0.8859,0.8859,0.0077,0.0078,0.9197,0.9196,0.9197,0.9196,0.0064,0.0065,0.052
1,5,0,100,Neural Network,29735,19993,2507,0.8944,0.8945,0.8944,0.8943,0.0083,0.0084,0.9072,0.9072,0.9072,0.9069,0.011,0.0112,0.052
1,5,1,101,Logistic Regression,29492,19758,2520,0.836,0.836,0.836,0.8355,0.0089,0.0087,0.8611,0.8606,0.8611,0.8604,0.0089,0.009,0.0485
1,5,1,101,Random Forest,29492,19758,2520,0.923,0.9229,0.923,0.9227,0.0059,0.006,0.9315,0.9316,0.9315,0.9313,0.004,0.004,0.0485
1,5,1,101,Decision Tree,29492,19758,2520,0.8864,0.887,0.8864,0.8866,0.0079,0.008,0.9188,0.9188,0.9188,0.9187,0.003,0.003,0.0485
1,5,1,101,Neural Network,29492,19758,2520,0.891,0.8913,0.891,0.8908,0.0062,0.0063,0.9052,0.9054,0.9052,0.905,0.0055,0.0056,0.0485
1,5,2,102,Logistic Regression,27919,18371,2478,0.842,0.842,0.842,0.8417,0.007,0.0071,0.8651,0.8647,0.8651,0.8646,0.0072,0.0073,0.0488
1,5,2,102,Random Forest,27919,18371,2478,0.9241,0.9243,0.9241,0.9239,0.0064,0.0063,0.9319,0.932,0.9319,0.9316,0.0054,0.0054,0.0488
1,5,2,102,Decision Tree,27919,18371,2478,0.888,0.8883,0.888,0.888,0.0077,0.0076,0.9198,0.9196,0.9198,0.9196,0.0065,0.0064,0.0488
1,5,2,102,Neural Network,27919,18371,2478,0.8949,0.8955,0.8949,0.8949,0.0069,0.0071,0.9059,0.9063,0.9059,0.9059,0.0056,0.0059,0.0488
1,5,3,103,Logistic Regression,28265,18339,2539,0.8447,0.8444,0.8447,0.8442,0.0059,0.006,0.8685,0.8682,0.8685,0.8679,0.0061,0.0063,0.0503
1,5,3,103,Random Forest,28265,18339,2539,0.9225,0.9224,0.9225,0.9223,0.0037,0.0038,0.9309,0.9309,0.9309,0.9306,0.0035,0.0035,0.0503
1,5,3,103,Decision Tree,28265,18339,2539,0.8837,0.8837,0.8837,0.8836,0.0072,0.0075,0.9168,0.9167,0.9168,0.9167,0.0067,0.0067,0.0503
1,5,3,103,Neural Network,28265,18339,2539,0.8885,0.8884,0.8885,0.8883,0.008,0.0083,0.9025,0.9024,0.9025,0.9022,0.0072,0.0075,0.0503
1,5,4,104,Logistic Regression,26963,18584,2477,0.8439,0.8436,0.8439,0.8435,0.0094,0.0096,0.8689,0.8683,0.8689,0.8682,0.0089,0.009,0.0477
1,5,4,104,Random Forest,26963,18584,2477,0.9218,0.9217,0.9218,0.9216,0.006,0.006,0.9321,0.932,0.9321,0.9319,0.0046,0.0046,0.0477
1,5,4,104,Decision Tree,26963,18584,2477,0.8868,0.8868,0.8868,0.8867,0.0095,0.0095,0.92,0.9199,0.92,0.9199,0.0061,0.0062,0.0477
1,5,4,104,Neural Network,26963,18584,2477,0.891,0.8912,0.891,0.8908,0.0073,0.0073,0.9047,0.9047,0.9047,0.9045,0.0077,0.0078,0.0477
2,5,0,100,Logistic Regression,72683,27586,5192,0.7771,0.7767,0.7771,0.7765,0.013,0.0127,0.8221,0.8218,0.8221,0.8212,0.0139,0.0138,0.1011
2,5,0,100,Random Forest,72683,27586,5192,0.9109,0.9109,0.9109,0.9108,0.0036,0.0037,0.9277,0.9276,0.9277,0.9274,0.0042,0.0042,0.1011
2,5,0,100,Decision Tree,72683,27586,5192,0.8577,0.858,0.8577,0.8577,0.0063,0.0065,0.9172,0.9173,0.9172,0.9171,0.0051,0.0051,0.1011
2,5,0,100,Neural Network,72683,27586,5192,0.8779,0.8781,0.8779,0.8778,0.0062,0.0064,0.9048,0.9049,0.9048,0.9046,0.0047,0.0049,0.1011
2,5,1,101,Logistic Regression,72409,27710,5151,0.7834,0.7832,0.7834,0.7829,0.0116,0.011,0.8237,0.8232,0.8237,0.8227,0.0115,0.0115,0.0962
2,5,1,101,Random Forest,72409,27710,5151,0.9145,0.9144,0.9145,0.9143,0.0068,0.0068,0.9298,0.9297,0.9298,0.9295,0.0065,0.0066,0.0962
2,5,1,101,Decision Tree,72409,27710,5151,0.8583,0.8589,0.8583,0.8585,0.0148,0.0147,0.9176,0.9176,0.9176,0.9175,0.0109,0.011,0.0962
2,5,1,101,Neural Network,72409,27710,5151,0.8771,0.8772,0.8771,0.8769,0.0087,0.0087,0.9016,0.9018,0.9016,0.9014,0.0061,0.0062,0.0962
2,5,2,102,Logistic Regression,70598,26894,5157,0.7855,0.7851,0.7855,0.7851,0.0092,0.0091,0.8279,0.827,0.8279,0.827,0.0079,0.0077,0.0956
2,5,2,102,Random Forest,70598,26894,5157,0.9137,0.9138,0.9137,0.9136,0.0085,0.0085,0.9302,0.9301,0.9302,0.9299,0.0066,0.0066,0.0956
2,5,2,102,Decision Tree,70598,26894,5157,0.8585,0.8591,0.8585,0.8586,0.0037,0.0036,0.9157,0.9157,0.9157,0.9156,0.0038,0.0039,0.0956
2,5,2,102,Neural Network,70598,26894,5157,0.8801,0.8802,0.8801,0.8799,0.0104,0.0105,0.9027,0.9027,0.9027,0.9025,0.0076,0.0078,0.0956
2,5,3,103,Logistic Regression,71171,27448,5213,0.7915,0.7911,0.7915,0.7909,0.0119,0.0117,0.8347,0.8344,0.8347,0.834,0.0114,0.0113,0.0974
2,5,3,103,Random Forest,71171,27448,5213,0.9131,0.913,0.9131,0.9129,0.0034,0.0035,0.9292,0.9292,0.9292,0.9289,0.0035,0.0035,0.0974
2,5,3,103,Decision Tree,71171,27448,5213,0.8545,0.8549,0.8545,0.8546,0.006,0.0061,0.9143,0.9142,0.9143,0.9141,0.0056,0.0057,0.0974
2,5,3,103,Neural Network,71171,27448,5213,0.8755,0.8757,0.8755,0.8753,0.0025,0.0025,0.9032,0.9033,0.9032,0.903,0.0051,0.0051,0.0974
2,5,4,104,Logistic Regression,69585,27252,5166,0.7875,0.7875,0.7875,0.7869,0.0127,0.0126,0.8307,0.8302,0.8307,0.8299,0.0128,0.0125,0.0968
2,5,4,104,Random Forest,69585,27252,5166,0.912,0.912,0.912,0.9118,0.0064,0.0065,0.9284,0.9285,0.9284,0.9281,0.003,0.0031,0.0968
2,5,4,104,Decision Tree,69585,27252,5166,0.8481,0.8486,0.8481,0.8481,0.0045,0.0044,0.912,0.9119,0.912,0.9117,0.0073,0.0075,0.0968
2,5,4,104,Neural Network,69585,27252,5166,0.8761,0.8764,0.8761,0.876,0.0051,0.0051,0.901,0.901,0.901,0.9007,0.0083,0.0084,0.0968
4,5,0,100,Logistic Regression,1823237,30000,9759,0.7557,0.7551,0.7557,0.7549,0.0073,0.0072,0.8162,0.8157,0.8162,0.8153,0.0135,0.0137,0.1921
4,5,0,100,Random Forest,1823237,30000,9759,0.8904,0.8906,0.8904,0.8902,0.0057,0.0057,0.9237,0.9238,0.9237,0.9233,0.007,0.007,0.1921
4,5,0,100,Decision Tree,1823237,30000,9759,0.8459,0.8465,0.8459,0.8458,0.005,0.0049,0.9168,0.9168,0.9168,0.9166,0.0051,0.0049,0.1921
4,5,0,100,Neural Network,1823237,30000,9759,0.8405,0.8403,0.8405,0.8402,0.008,0.0082,0.8965,0.8964,0.8965,0.8962,0.0079,0.008,0.1921
4,5,1,101,Logistic Regression,1829700,30000,9770,0.7629,0.7622,0.7629,0.762,0.0075,0.0072,0.8197,0.8187,0.8197,0.8184,0.0125,0.0124,0.1849
4,5,1,101,Random Forest,1829700,30000,9770,0.8953,0.8952,0.8953,0.8951,0.0063,0.0064,0.9234,0.9232,0.9234,0.923,0.0045,0.0045,0.1849
4,5,1,101,Decision Tree,1829700,30000,9770,0.8403,0.8404,0.8403,0.8402,0.0083,0.0082,0.9077,0.9074,0.9077,0.9074,0.0058,0.0057,0.1849
4,5,1,101,Neural Network,1829700,30000,9770,0.8398,0.8398,0.8398,0.8396,0.0079,0.0081,0.896,0.8962,0.896,0.8958,0.0052,0.0053,0.1849
4,5,2,102,Logistic Regression,1810951,30000,9787,0.7708,0.7703,0.7708,0.7701,0.0108,0.0109,0.8277,0.8268,0.8277,0.8267,0.0127,0.0126,0.1857
4,5,2,102,Random Forest,1810951,30000,9787,0.8937,0.894,0.8937,0.8936,0.0074,0.0073,0.9258,0.9258,0.9258,0.9255,0.0078,0.0078,0.1857
4,5,2,102,Decision Tree,1810951,30000,9787,0.8407,0.8411,0.8407,0.8407,0.0044,0.0045,0.912,0.9119,0.912,0.9118,0.0044,0.0043,0.1857
4,5,2,102,Neural Network,1810951,30000,9787,0.8425,0.8427,0.8425,0.8422,0.0066,0.0066,0.8967,0.8968,0.8967,0.8964,0.0053,0.0053,0.1857
4,5,3,103,Logistic Regression,1817734,30000,9824,0.7714,0.7706,0.7714,0.7705,0.009,0.0088,0.8278,0.8271,0.8278,0.8266,0.0099,0.0099,0.1834
4,5,3,103,Random Forest,1817734,30000,9824,0.8946,0.8947,0.8946,0.8944,0.0027,0.0028,0.9283,0.9284,0.9283,0.928,0.0038,0.0038,0.1834
4,5,3,103,Decision Tree,1817734,30000,9824,0.8383,0.8386,0.8383,0.8383,0.0066,0.0068,0.9114,0.9111,0.9114,0.9112,0.0047,0.0047,0.1834
4,5,3,103,Neural Network,1817734,30000,9824,0.8337,0.834,0.8337,0.8334,0.0124,0.0127,0.8922,0.8921,0.8922,0.8917,0.0054,0.0056,0.1834
4,5,4,104,Logistic Regression,1801414,30000,9773,0.7679,0.7678,0.7679,0.7672,0.0109,0.0105,0.8248,0.8244,0.8248,0.824,0.0128,0.0126,0.1876
4,5,4,104,Random Forest,1801414,30000,9773,0.8948,0.895,0.8948,0.8947,0.0058,0.0059,0.9253,0.9254,0.9253,0.9251,0.0057,0.0058,0.1876
4,5,4,104,Decision Tree,1801414,30000,9773,0.841,0.8415,0.841,0.8411,0.0045,0.0045,0.9141,0.9139,0.9141,0.9139,0.0045,0.0046,0.1876
4,5,4,104,Neural Network,1801414,30000,9773,0.8378,0.838,0.8378,0.8376,0.012,0.012,0.8937,0.8937,0.8937,0.8934,0.0108,0.011,0.1876
1,10,0,100,Logistic Regression,57750,26734,4906,0.7812,0.7813,0.7812,0.7808,0.0091,0.0082,0.8205,0.82,0.8205,0.8195,0.0113,0.0108,0.0995
1,10,0,100,Random Forest,57750,26734,4906,0.9155,0.9154,0.9155,0.9152,0.0036,0.0035,0.9277,0.9276,0.9277,0.9274,0.0022,0.0022,0.0995
1,10,0,100,Decision Tree,57750,26734,4906,0.8562,0.8567,0.8562,0.8562,0.0103,0.0105,0.9132,0.9131,0.9132,0.913,0.0084,0.0085,0.0995
1,10,0,100,Neural Network,57750,26734,4906,0.8895,0.8896,0.8895,0.8892,0.0074,0.0076,0.9037,0.9038,0.9037,0.9034,0.0107,0.011,0.0995
1,10,1,101,Logistic Regression,56094,25605,4933,0.7776,0.777,0.7776,0.777,0.0128,0.0129,0.8151,0.8138,0.8151,0.8136,0.013,0.0131,0.0962
1,10,1,101,Random Forest,56094,25605,4933,0.9153,0.9152,0.9153,0.9151,0.0051,0.0052,0.9289,0.9289,0.9289,0.9286,0.0064,0.0064,0.0962
1,10,1,101,Decision Tree,56094,25605,4933,0.8538,0.8538,0.8538,0.8536,0.0043,0.0042,0.914,0.9138,0.914,0.9138,0.006,0.006,0.0962
1,10,1,101,Neural Network,56094,25605,4933,0.8843,0.8846,0.8843,0.8842,0.0084,0.0084,0.8991,0.8993,0.8991,0.899,0.0102,0.0103,0.0962
1,10,2,102,Logistic Regression,54020,25562,4860,0.7776,0.7775,0.7776,0.7772,0.0088,0.0084,0.8192,0.8184,0.8192,0.8182,0.011,0.0109,0.0964
1,10,2,102,Random Forest,54020,25562,4860,0.9148,0.9149,0.9148,0.9147,0.0039,0.0039,0.93,0.9301,0.93,0.9297,0.0042,0.0042,0.0964
1,10,2,102,Decision Tree,54020,25562,4860,0.8598,0.8607,0.8598,0.86,0.0045,0.0045,0.9151,0.9151,0.9151,0.915,0.0064,0.0065,0.0964
1,10,2,102,Neural Network,54020,25562,4860,0.8848,0.8853,0.8848,0.8847,0.0049,0.0052,0.9002,0.9006,0.9002,0.9001,0.0057,0.006,0.0964
1,10,3,103,Logistic Regression,56141,25928,4955,0.7738,0.7732,0.7738,0.7731,0.0057,0.0063,0.8153,0.8145,0.8153,0.8141,0.0104,0.0104,0.0977
1,10,3,103,Random Forest,56141,25928,4955,0.9162,0.9162,0.9162,0.9161,0.0068,0.0068,0.9298,0.9297,0.9298,0.9295,0.0064,0.0064,0.0977
1,10,3,103,Decision Tree,56141,25928,4955,0.8497,0.8501,0.8497,0.8496,0.0019,0.0021,0.9137,0.9138,0.9137,0.9136,0.0068,0.0068,0.0977
1,10,3,103,Neural Network,56141,25928,4955,0.8874,0.8876,0.8874,0.8873,0.0105,0.0107,0.9027,0.9028,0.9027,0.9025,0.0108,0.011,0.0977
1,10,4,104,Logistic Regression,54298,25764,4891,0.7787,0.7784,0.7787,0.7783,0.0095,0.0096,0.818,0.8175,0.818,0.8171,0.0119,0.012,0.0988
1,10,4,104,Random Forest,54298,25764,4891,0.915,0.9149,0.915,0.9147,0.0044,0.0044,0.93,0.9299,0.93,0.9298,0.0036,0.0037,0.0988
1,10,4,104,Decision Tree,54298,25764,4891,0.8543,0.8549,0.8543,0.8544,0.0118,0.0118,0.9145,0.9146,0.9145,0.9144,0.0068,0.0069,0.0988
1,10,4,104,Neural Network,54298,25764,4891,0.885,0.8852,0.885,0.885,0.0099,0.01,0.9005,0.9005,0.9005,0.9004,0.009,0.0092,0.0988
2,10,0,100,Logistic Regression,134895,29821,9784,0.7078,0.7066,0.7078,0.7066,0.009,0.0087,0.7718,0.7694,0.7718,0.7693,0.0118,0.0122,0.1894
2,10,0,100,Random Forest,134895,29821,9784,0.9035,0.9035,0.9035,0.9033,0.007,0.007,0.9242,0.9241,0.9242,0.9239,0.0054,0.0054,0.1894
2,10,0,100,Decision Tree,134895,29821,9784,0.8027,0.8042,0.8027,0.8032,0.0113,0.0114,0.9059,0.9058,0.9059,0.9058,0.0096,0.0098,0.1894
2,10,0,100,Neural Network,134895,29821,9784,0.866,0.8659,0.866,0.8658,0.0118,0.012,0.8988,0.8987,0.8988,0.8985,0.0133,0.0136,0.1894
2,10,1,101,Logistic Regression,131291,29654,9766,0.6979,0.6965,0.6979,0.6968,0.0139,0.0137,0.7601,0.7578,0.7601,0.7579,0.0162,0.0161,0.1875
2,10,1,101,Random Forest,131291,29654,9766,0.9031,0.9033,0.9031,0.903,0.0066,0.0066,0.9241,0.9241,0.9241,0.9238,0.0068,0.0068,0.1875
2,10,1,101,Decision Tree,131291,29654,9766,0.803,0.804,0.803,0.8032,0.009,0.0093,0.9089,0.9089,0.9089,0.9088,0.01,0.01,0.1875
2,10,1,101,Neural Network,131291,29654,9766,0.8623,0.8625,0.8623,0.862,0.0084,0.0086,0.8927,0.8929,0.8927,0.8923,0.0077,0.008,0.1875
2,10,2,102,Logistic Regression,128659,29704,9725,0.7036,0.7025,0.7036,0.7025,0.0132,0.0127,0.7707,0.7691,0.7707,0.769,0.0148,0.0149,0.1844
2,10,2,102,Random Forest,128659,29704,9725,0.8995,0.8998,0.8995,0.8994,0.0066,0.0066,0.9253,0.9253,0.9253,0.925,0.0064,0.0065,0.1844
2,10,2,102,Decision Tree,128659,29704,9725,0.8085,0.8102,0.8085,0.809,0.0116,0.0116,0.9061,0.9059,0.9061,0.9059,0.0075,0.0075,0.1844
